text,label
유저들이 결제 시 가장 많이 겪는 오류 코드 TOP 3 분석,ANALYSIS
우리 앱 장바구니 담기 대비 구매율 낮은 원인 분석 좀,ANALYSIS
오늘 월요일이었어?,CASUAL
오늘의 날씨랑 주말 야외 활동 추천 코스 알려줘,SEARCH
그런데 좀 쉬려 하니 관광차 두대가 도착하는겁니다,CASUAL
넵 확인했습니다 그럼 나중에 뵙겠습니다 수고하세요,CASUAL
캐시 알고리즘 중에서 MRU가 뭐야?,QUESTION
지금 스택에서 자바 21로 올리면 가비지 컬렉션 성능 개선될까,ANALYSIS
이 소스 코드 로직 중에 비즈니스 예외 상황 처리가 누락된 부분 꼼꼼히 분석해바,ANALYSIS
오늘의 증시 상한가 종목 이유 요약해바,SEARCH
SQL로 데이터 정렬 시 특정 조건 행을 맨 위로 올리는 쿼리 짜바,GENERATION
중앙은행이 경기 침체를 극복하기 위해 기준금리를 0%에 가깝게 인하하고 유동성을 대거 공급함에도 불구하고 경제 주체들이 향후 불확실성 때문에 소비와 투자를 늘리는 대신 현금 자산만을 움켜쥐어 돈이 시장에 돌지 않는 '유동성 함정(Liquidity Trap)' 현상의 발생 원인과 메커니즘을 케인즈 경제학 관점에서 설명해주고 이러한 상황에서는 금리 인하라는 전통적인 통화 정책이 더 이상 경기를 부양하는 효과를 내지 못하는 이유와 이를 타개하기 위해 정부가 직접 재정 지출을 늘려 유효 수요를 창출하는 재정 정책이 왜 필수적인지 분석해주며 역사적 사례인 1930년대 미국의 대공황이나 일본의 잃어버린 20년 동안 유동성 함정을 극복하기 위해 어떠한 정책적 노력이 있었는지 알려줘,QUESTION
비즈니스 포럼 초대장 초안 써줘,GENERATION
정말 고맙습니다 덕분이에요,CASUAL
네트워크 트래픽 튀는 게 자동 업데이트 때문인지 확인,ANALYSIS
부장님께서 그런 좋은 계획을 가지고 계실 줄은 몰랐어,CASUAL
면접 합격률 낮은 게 우리 기술 면접 난이도가 너무 높아서 그런가,ANALYSIS
API 명세서가 뭐야?,QUESTION
부엌에 불 꺼줘,GENERATION
지금 현재 내 위치 근처 꽃집 영업시간 검색해바,SEARCH
골프장 근처 술집 예약해,GENERATION
지금 현재 넷플릭스 신작 예능 리스트 뭐야?,SEARCH
노량진의 바닷가재 요리 전문점은 어떻게 가,QUESTION
전화번호는 공일육 하나영삼이 칠둘둘육 입니다,CASUAL
무좀 치료 중에 양말 소독하는 효과적인 방법은?,QUESTION
마이크로서비스 아키텍처 도입 시 발생할 수 있는 보안 리스크 분석해 주세요.,ANALYSIS
방파재 쪽 날씨가 어떤지 아니,SEARCH
우리 브랜드 슬로건 '정직' 키워드 넣어서 신뢰감 있게 지어바,GENERATION
겨울에 바닷물이 잘 안 어는 이유를 염분으로 설명해줘,QUESTION
안방 조명 켜져있는지 확인해,SEARCH
오디오 켜서 재즈음악 틀어줘,GENERATION
테스트 자동화의 장점 알려줘,QUESTION
협력사에 보낼 제품 품질 개선 요청 메일 써바,GENERATION
이번 달 고객 센터로 접수된 모든 클레임 내역을 서비스 장애랑 단순 문의 키워드로 분류해줘,ANALYSIS
재택근무랑 사무실 출근 중 머가 더 효율적인지 따져봐,ANALYSIS
사내 자가용 이용 자제 캠페인 안내문 혜택 강조해서 맹들어쥬,GENERATION
언니 누구,CASUAL
CSS 호버 효과(hover) 이미지에 세련되게 넣는 소스 알려줘,GENERATION
행사가 끝난 후 돌아가실 때에는 뒷정리도 부탁합니다,CASUAL
사내 교육 이수율 높은 부서가 프로젝트 성공률도 높은지 분석 가능해,ANALYSIS
재택근무 생산성이 사무실 출근보다 낮게 측정된 팀들의 특징 분석,ANALYSIS
지운편지함에 이메일이 있니,QUESTION
이 수치 해석 ㄱㄱ,ANALYSIS
모르는 사람들이 보는 데서 몇 시간씩 편하게 할 수가 없어서요,CASUAL
에너지,CASUAL
작년 이맘때 날씨 알려줘,SEARCH
오늘의 날씨랑 선글라스 써야 하는 날인지 알려줘,SEARCH
평소 스트레스나 불규칙한 식습관으로 인해 위 점막이 자극받아 발생하는 만성적인 속 쓰림 증상을 완화하기 위해 카페인이 함유된 커피나 탄산음료 대신 위산을 중화하거나 점막 보호에 도움을 줄 수 있는 양배추 즙이나 감자 즙 또는 따뜻한 성질을 가진 단호박이나 마 차 같은 천연 식품들이 인체의 소화 효소 분비와 위벽 재생 과정에서 어떠한 생리적 기여를 하는지 설명해주고 섭취 시 주의해야 할 부작용 알려줘,QUESTION
지금 현재 내 위치 주변 베이커리 맛집 리스트 추천 ㅊㅊ,SEARCH
목 디스크 초기 증상으로 인해 뒷목이 뻣뻣하고 팔 저림 현상을 겪는 환자가 수면 중 경추 신경의 압박을 최소화하고 목 근육의 긴장을 풀어주기 위해 권장되는 가장 이상적인 수면 자세는 무엇이며 특히 베개를 선택할 때 너무 높으면 목 뼈가 역 C자 형태로 꺾이고 너무 낮으면 머리가 뒤로 젖혀져 통증을 유발할 수 있다는 점을 고려하여 환자의 체형에 맞는 적정 베개 높이 측정법과 옆으로 누워 잘 때 어깨 높이를 고려하여 척추 수평을 유지하는 법을 의학적 근거와 함께 설명해주고 수면 전후에 실천하면 경추 마디 사이의 간격을 넓혀주는 데 효과적인 맥켄지 신전 운동과 같은 가벼운 재활 스트레칭 루틴 추천해줘,QUESTION
봐봐 내가 이럴 줄 알았어,GENERATION
비디오 테이프를 디브이디로 변환하니,SEARCH
그 겨울밤 한번 끝내봅시다,GENERATION
유저들이 검색하는 상품의 가격대 분포가 우리 수익 구조에 부합하나,ANALYSIS
근처에 조용히 책 읽기 좋은 카페 리스트,SEARCH
보호무역주의 기조가 글로벌 가치 사슬에 미치는 파장은?,QUESTION
매달 초에 한달 동안의 가장 중요한 일정 알려줄수 있어,GENERATION
지금 현재 주식 시장 업종 등락률 순위 뭐야?,SEARCH
거래처 방문 시 주차 안내 및 위치 설명 메일 써바,GENERATION
다섯시에 책읽기 일정 잡아줄래,GENERATION
이 문서에서 언급된 시장 전망 수치들이 다른 리서치 기관 데이터랑 일치하는지 분석해바,ANALYSIS
검색 결과 상위 노출 기준이 유저 클릭률에 부합하는지 봐줘,ANALYSIS
이 프레임워크 써도 될까,ANALYSIS
목 디스크 초기일 때 집에서 할 수 있는 운동 알려줘,QUESTION
베를린 날씨 어때,SEARCH
요즘 유행하는 무선 주전자 브랜드 ㅊㅊ,SEARCH
프랑스 혁명 정신이 근대 민주주의 국가의 헌법에 미친 영향은?,QUESTION
우리 서비스 앱 런칭 기념 축하 영상 대본 지어바,GENERATION
나의 웰빙을 쓰레기로 망칠 수는 없다,CASUAL
생큐,CASUAL
우리 회사 기획 지어바,GENERATION
항상 친절하게 가르쳐 주셔서 감사합니다 덕분이에요,CASUAL
반응형 웹 디자인이 뭐야?,QUESTION
요즘 유행하는 취미 생활 베스트 리스트,SEARCH
우리 팀 스프린트 완료율이 정체된 근본적인 원인이 뭐라고 봐,ANALYSIS
과음이 하지말고 건강 유의해,GENERATION
오늘 주식 시장 어때,SEARCH
CSS 텍스트 그림자(text-shadow) 입체감 있게 주는 소스 알려줘,GENERATION
회사에서,CASUAL
우리 웹사이트 검색창에 들어갈 기본 문구(Placeholder) 센스 있게 지어바,GENERATION
이 기획안에 책정된 예산이 과거 유사 프로젝트 지출 내역 대비 적절한지 분석해줘,ANALYSIS
방 불 꺼 줄 수 있니,GENERATION
메모리 관리를 자동으로 해주는 자바의 가비지 컬렉션 성능 한계는?,QUESTION
오늘 휴일임? 아무도 출근 안 한 줄 ㅋㅋㅋ,CASUAL
귀사는 월 단위로 보수를 지급합니다,CASUAL
지금 우리 팀 생산성 지표가 동종 업계 평균이랑 비교하면 어떰,ANALYSIS
우리 브랜드 캐릭터 포인트 제안해바,GENERATION
비행기 안에서 일출을 보았는데 정말 멋졌어,CASUAL
교수님께 보낸 메일 모두 찾아줘,GENERATION
신라의 사정부가 중앙과 지방의 관리를 감찰할 때 적용했던 구체적인 율령 체계와 처벌 기준은?,QUESTION
이 코드 품질 지표 분석해바,ANALYSIS
수고하세용ㅇ,CASUAL
근처에 평점 높은 찜닭 집 어디야?,SEARCH
우리 브랜드 슬로건 '일상' 키워드 넣어서 따뜻하게 지어바,GENERATION
오키 알겠어 이따가 퇴근할 때 다시 연락할게 수고해,CASUAL
CSS 그림자 효과(box-shadow) 고급스럽게 넣는 소스 알려줘,GENERATION
연금 저축 계좌를 타인에게 양도할 수 있어?,QUESTION
카페 시즌 메뉴 반응 분석해서 정식 메뉴로 승격시킬지 판단해,ANALYSIS
전시회 끝나고 회식이 있으니,CASUAL
오늘의 주식 시장 개인 순매도 종목 리스트 보여줘,SEARCH
네 알겠습니다 나중에 봬요,CASUAL
대박사건,CASUAL
신라 골품 제도가 뭐야?,QUESTION
프랑스 대혁명 이후 공포 정치가 뭐야?,QUESTION
판매부와 연락해보시면 알 수 있을 겁니다,CASUAL
비행기 연료는 어디에 저장해?,QUESTION
업무 관련 성과 공유 팀 전체 메시지 작성해줘,GENERATION
지금 현재 시아코인 시세 얼마야?,SEARCH
튜토리얼 단계에서 이탈하는 유저들 특징 좀 분석해줘,ANALYSIS
이 코드 알고리즘의 시간 효율성을 다른 알고리즘이랑 비교 분석해바,ANALYSIS
주차권 어디서 받아? 안내 데스크 가야 해?,QUESTION
사내 메신저 알림 끄는 직원 비율이랑 성과 상관관계,ANALYSIS
우리 서비스 내 비밀번호 변경 안내 문구 정중하게 지어바,GENERATION
오늘의 쾌청 종목은 전자 계열의 주식입니다,CASUAL
오늘 삼척 날씨 좀 알려줄 수 있니,SEARCH
예쁜 사,CASUAL
장기적으로 뭐가 유리할까,ANALYSIS
사내 일회용품 사용 금지 캠페인 대안 안내 맹들어쥬,GENERATION
내일 오전아홉시 예약한 한의원 진료 취소해,GENERATION
시월달 동경 기온을 찾아라,QUESTION
"만약 지구가 갑자기 자전을 멈춘다면 지표면의 모든 물체는 관성에 의해 초속 약 460미터(적도 기준)의 엄청난 속도로 동쪽으로 튕겨져 나가며 발생하는 파괴적 물리 현상과 함께 대기가 계속 이동하며 지구 전체를 휩쓰는 초강력 폭풍, 그리고 낮과 밤이 각각 6개월씩 지속되면서 한쪽은 생명체가 살 수 없는 불지옥으로 반대편은 영원한 동토의 땅으로 변하는 극단적인 온도 불균형 시나리오를 물리 법칙을 근거로 설명해주고 특히 지구 자전에 의해 형성되던 외핵의 대류가 멈추면서 지구 자기장이 사라져 우주의 치명적인 태양풍과 방사선이 지표면에 그대로 도달하게 될 때 인류를 포함한 모든 생태계가 겪게 될 멸망의 과정과 이러한 상황에서도 생존 가능한 미생물이나 심해 생태계의 가능성에 대해 천체 물리학적 관점에서 알려줘",QUESTION
전사 야유회 진행을 위한 준비물 체크리스트 맹들어바,GENERATION
오늘 오후에 일정 있니,QUESTION
우리 서비스 이용자들에게 보내는 생일 축하 쿠폰 알림 문구 지어바,GENERATION
사내 동호회 정기 활동 보고서 마감 기한 안내 공지 맹들어바,GENERATION
와 진짜 부럽네요 저도 나중에 꼭 그렇게 해보고 싶어요,CASUAL
별의 광도가 의미하는 게 뭐야?,QUESTION
집에 있는 물 다 꺼줄 수 있니,GENERATION
SQL에서 JOIN의 종류랑 차이점 설명해바,QUESTION
우리 브랜드 가치 '환경'을 상징하는 색조합 제안해바,GENERATION
데이터 분석 플랫폼의 주요 기능별 종류와 각 플랫폼의 특징 비교 분석해줘,QUESTION
사람들이 왜 함부로 안 하겠어,CASUAL
우리 서비스 로딩 지어바,GENERATION
오늘의 주식 시장 하한가 종목 이유 요약해바,SEARCH
지금 실시간 검색어 순위 뭐야?,SEARCH
우리 브랜드 네임 '라이트'에 어울리는 폰트 스타일 3가지 제안해바,GENERATION
리액트 쿼리 도입 시 상태 관리 코드 복잡도 얼마나 줄어드는지 분석,ANALYSIS
채용 공고 이미지가 우리 회사 브랜드 이미지랑 잘 맞는지 평가해줘,ANALYSIS
팀원들 간 커뮤니케이션 횟수랑 프로젝트 성과 분석,ANALYSIS
Linux 커널이 하는 일이 뭐야?,QUESTION
하지만 제가 보기에는 불필요한 장면들 도 많았다,CASUAL
말이 안 되잖아,CASUAL
우리 회사 사내 식당 주간 식단표 안내 제목 재치 있게 지어바,GENERATION
이번달 강수일수 알려주겠니,SEARCH
유저들이 앱 내에서 경로 이탈하는 가장 큰 지점이 어디인지 뽑아,ANALYSIS
사내 개인정보 보안 강화 주간 참여 인증 맹들어쥬,GENERATION
지금 현재 퀀텀 시세 얼마야?,SEARCH
자바스크립트로 숫자 세 자리마다 콤마 찍는 정규식 코드 써바,GENERATION
기획적 마인드로 접근하시기때문에 스토리가 중요하다,CASUAL
지난 달 치과 일정이 언제였지,SEARCH
영문 메일에서 상대방의 성공을 축하할 때 쓰는 표현 5개 써줘,GENERATION
이 기획서 전문에서 앞뒤 내용이 중복되거나 모순되는 문장 다 지우고 다시 요약해줘,ANALYSIS
누나한테 온 메일 있니,SEARCH
와 진짜 멋져요 역시 우리 팀의 보배십니다 대단해요,CASUAL
정말 아무리 이 방송가가 개판 오분 전이래도 이건 아니지 않나요,CASUAL
공항가기 일정을 수영장가기로 바꿔줄래,GENERATION
"우리 서비스 마스코트 캐릭터의 배경 스토리(출생, 성격 등) 지어바",GENERATION
오늘 강수량이 얼마나 되니,QUESTION
요즘 유행하는 로봇 청소기 가성비 모델 추천해바,SEARCH
지금 제일 비싼 주식이 뭐야?,SEARCH
이 수치면 안정적인가?,ANALYSIS
앱 크래시 현상이 안드로이드 버전별로 어떤 차이 있는지 분석해줘,ANALYSIS
지금 현재 레진코믹스 인기 만화 순위 뭐야?,SEARCH
여기는 비상 좌석입니다,CASUAL
오늘 오전 스케줄이 있니,QUESTION
리액트 프래그먼트 사용법이랑 필요성 보여주는 예제 코드 써쥬,GENERATION
오늘의 날씨랑 비 올 때 가기 좋은 장소 추천해줘,SEARCH
아 내 손,CASUAL
남극은 왜 북극보다 더 추워?,QUESTION
자바 구현 하위 클래스 예제 코드 짜바,GENERATION
칭기즈칸이 세운 몽골 제국이 그렇게 넓었던 비결이 뭐야?,QUESTION
그래서,CASUAL
알구 열라,CASUAL
지금 현재 왓챠인기 애니메이션 순위 리스트 뭐야?,SEARCH
근처에 평점 높은 샤오롱바오 집 어디 있어?,SEARCH
프록시 서버가 하는 역할이 뭐야?,QUESTION
지금 투자하는 거 비추임?,ANALYSIS
네 알겠습니다 그럼 나중에 뵙겠습니다 감사합니다,CASUAL
날씨 좋다,CASUAL
와 리팩토링 하고 나니 속이 다 시원하네,CASUAL
특정 API 호출이 밤 11시마다 집중되는 이유가 크론탭 때문인가,ANALYSIS
아스팔트,CASUAL
보일러 온도 확인해줘,SEARCH
팀원 간 슬랙 메시지 빈도랑 업무 협업 만족도 상관관계 분석,ANALYSIS
아니면 해당 강의 내용만 질문할수 있는지도 궁금합니다,QUESTION
이 소스 코드 리뷰해쥬,ANALYSIS
정감독 왔네,CASUAL
기획서 양식 여기 있어?,QUESTION
작년 팔월 둘째주에 베트남 호이안에 비가 왔니,QUESTION
파이썬을 활용한 데이터 분석이나 웹 개발 프로젝트를 수행할 때 동일한 PC 내에서 여러 프로젝트가 서로 다른 버전의 라이브러리를 요구하여 발생하는 의존성 충돌 문제를 방지하기 위해 가상 환경(Virtual Environment)을 구축하고 현재 프로젝트에 설치된 패키지 리스트를 requirements.txt 파일로 내보내거나 이를 통해 다른 서버에서 동일한 환경을 재현하는 일련의 작업 과정이 소프트웨어의 배포와 유지보수 측면에서 왜 표준적인 운영 절차로 간주되는지 그 중요성은 무엇이야?,QUESTION
최근 한 달간 유입된 유저들의 경로를 분석해서 인스타 광고랑 페북 광고 중 효율 평가해줘,ANALYSIS
로그 데이터 분석해보니까 특정 구간에서 유저들 대거 이탈하는데 왜 그래,ANALYSIS
아 진짜 배고프네요 점심시간이 빨리 왔으면 좋겠습니다,CASUAL
강남에 발렛 되는 이탈리안 레스토랑 검색해바,SEARCH
잘 봤어 근데 이거 누구 담당이야?,QUESTION
데이터베이스의 트랜잭션 ACID 속성이 뭐야?,QUESTION
미국 독립 선언 이후의 파급력이 세계사에 준 영향은?,QUESTION
올해 첫눈 일정 알려줘,SEARCH
메인 개편 후 유입 대비 이탈률 변화가 긍정적인지 평가해줘,ANALYSIS
오늘의 주식 시장 개인 순매수 상위 종목 리스트 뭐야?,SEARCH
오늘 시장 상황 보고 대응 전략 세워줘,ANALYSIS
우리 브랜드 컬러 팔레트 제안해바,GENERATION
세계 4대 문명 중 황허 문명이 발생한 지리적 원인은?,QUESTION
SQL로 특정 열의 합계가 0인 행 제외 쿼리 짜바,GENERATION
오늘의 날씨랑 내일 옷차림 추천해줘,SEARCH
사내 규정 머임?,QUESTION
나 혈액형이 예전에 알던 것과 달라졌어,CASUAL
교수님에게 오늘 보낸 메일 보셨지는 확인해줘,QUESTION
경제 자유 구역이 뭐야?,QUESTION
수신함에 장민하에게서 온 이메일이 얼마나 있니,QUESTION
유저들이 가장 오래 머무르는 탭의 콘텐츠 특징 분석해줄 수 있어,ANALYSIS
오혜원씨에,CASUAL
앞차가 신호 위반했다고 너도 따라 하니,CASUAL
아저씨 너무 급한 거 아니예요,CASUAL
다른 나라들의 포인트와 절대비교가 가능한가요,SEARCH
감기약 복용 중 종합 비타민이나 건강기능식품을 함께 먹을 때 성분 간 상호작용으로 인한 부작용 우려는 없어?,QUESTION
첨부 파일을 다운로드 해줘,GENERATION
야쿠르트 아주머니께 말씀 드려줄게,CASUAL
우유를 많이 먹으면 칼슘섭취 효과가 있어,CASUAL
실크로드의 명칭은 누가 지은 거야?,QUESTION
마이크로 서비스 간 통신 방법에는 뭐가 있어?,QUESTION
육개월 이내 메일 모두 저장해줘,GENERATION
그만큼 문학적으로 존경 받는 인물이라는 점입니다,CASUAL
서브프라임 모기지 사태 당시 신용 디폴트 스왑(CDS)이라는 파생 상품이 금융 위기의 규모를 전 세계로 확산시킨 메커니즘은?,QUESTION
사내 사무 용품 절약 캠페인 안내 및 신청 방법 맹들어쥬,GENERATION
거래처에 보낼 행사 협찬 요청 및 기대 효과 포함 메일 써바,GENERATION
리액트 하이드레이션 에러 해결 방법 예제 코드 써쥬,GENERATION
리팩토링하고 바뀐 부분 리스트업해줘,GENERATION
아 천계에서 온 키리 씨가 있었지 뭔가 알지도 몰라,CASUAL
목 디스크 환자의 재활 과정에서 경추 건강을 위해 추천되는 운동 보조 기구의 종류와 특징 알려바,QUESTION
프랑스 혁명 이후 수립된 입법 의회 내에서 보수적인 지롱드파와 급진적인 산악파 간의 권력 투쟁이 루이 16세의 처형 결정에 준 영향은?,QUESTION
에어컨 온도 몇 도야,SEARCH
넵,CASUAL
오늘 미팅 위치가 어디니,SEARCH
주식 시장의 변동성 지수가 뭐야?,QUESTION
지금 채용 중인 직무들 연봉이 시장가 대비 어떠함,ANALYSIS
근처에 평점 높은 분짜 집 어디 있어?,SEARCH
이 패턴이 뭔데,QUESTION
하늘은 왜 까만색이 아니라 파란색이야?,QUESTION
나비의 일생 순서가 뭐야?,QUESTION
주식 시장의 변동성 지수 VIX를 어떻게 활용해?,QUESTION
우리 팀 코드 리뷰 과정에서 가장 논쟁이 치열한 기술 주제 분석,ANALYSIS
이번달에 교수님으로 부터 온 이메일이 총 몇개니,QUESTION
월요일 저녁 약속 장소는 어디야,SEARCH
SQL로 특정 열의 중복 제외 개수(COUNT DISTINCT) 구하는 쿼리 짜바,GENERATION
무리 하지마,GENERATION
애플 신제품 발표했나? 궁금하네,SEARCH
검색 엔진 최적화(SEO) 후 검색 상단 노출 키워드 변화 좀 분석해,ANALYSIS
우리 팀 개발 문서화 수준이 온보딩에 충분한가 평가해,ANALYSIS
요즘 핫한 을지로 힙한 술집 리스트 알려쥬,SEARCH
CSS 트랜지션 효과 소스 알려줘,GENERATION
HTML 요소의 너비와 높이 설정하는 CSS 소스 알려줘,GENERATION
우리 서비스 비밀번호 찾기 안내 지어바,GENERATION
MySQL 대신 PostgreSQL로 갈아타면 쿼리 최적화에 도움 될까,ANALYSIS
감사합니다 항상 도움만 받는 것 같아 죄송하고 또 고맙네요,CASUAL
결제 단계에서 이탈하는 심리적 원인 분석 가능,ANALYSIS
파이썬으로 딕셔너리에서 특정 값을 가진 아이템 제거하는 코드 써쥬,GENERATION
"우리 서비스 유료 버전 명칭 후보 5개(예: 프리미엄, 골드 등) 지어바",GENERATION
지금 기술 스택이 향후 5년 뒤에도 유지보수 가능한 트렌드인지 판단,ANALYSIS
이번주 지원 마감 일정 알려줘,SEARCH
오늘의 주식 시장 개인 순매수 상위 종목 리스트 보여줘,SEARCH
지금 현재 내 위치 근처 맛집 배달 가능한 곳,SEARCH
영업 이익률 개선하려면 서버 비용부터 줄여야 할까,ANALYSIS
우리 회사 인스타그램 프로필 임팩트 문구 지어바,GENERATION
여기서부턴 일판 키워드 키워드 후회하지 않을 만한 리스트 입니다,CASUAL
입술 틀 때 바르면 좋은 거 추천해바,QUESTION
블레셋 사람들은 두 암소를 어디로 보냈나요,QUESTION
사내 카페 이용 에티켓 미준수 시 주의 사항 공지문 맹들어바,GENERATION
우리 서비스 장바구니 지어바,GENERATION
사내 비품 신청 내역 분석해서 낭비되는 항목 있는지 찾아,ANALYSIS
준비 하면서,CASUAL
지금 현재 내 위치 주변 카페 와이파이 잘 되는 곳 검색해바,SEARCH
저저번주에 교수님한테 메일 왔는지 확인해줘,SEARCH
우리 회사 내부 게시판 카테고리 아이콘 디자인 컨셉 지어바,GENERATION
새벽 네시에 에어컨 꺼줘,GENERATION
가상화폐 스테이킹이 뭐야?,QUESTION
사내 동호회 정기 미팅 장소 및 시간 확정 공지 맹들어바,GENERATION
환율 상승이 해외 여행 비용에 미치는 영향은?,QUESTION
주식 시장의 변동성 지수 VIX가 역사적 저점에 도달했을 때 투자자들이 경계해야 할 '시장 과열' 신호는?,QUESTION
오월오일 열 시에 오픈 한다,CASUAL
이메일 온 것 있냐고 물어봤잖아 자꾸 무슨 헛소리야,SEARCH
오늘 금요일이지?,CASUAL
목 디스크 환자가 피해야 할 자세 3가지만 알려줘,QUESTION
정말 고맙습니다 덕분에 기분 좋게 하루 마무리합니다 최고,CASUAL
이번달 축구경기 일정이 몇개 있니,SEARCH
부모님께서 메일을 확인하셨니,SEARCH
애프 탈락시켜 어디서 감히 너 이 의치냐 딕션이 왜 그래,CASUAL
컴퓨터 수리 업체의 생명은 확실함이 아닌가 싶어요,CASUAL
오늘 온 메일 중에 안읽은 메일이 몇 통이니,SEARCH
설문 분석해서 인사이트 문서로,GENERATION
오늘 점심시간 몇시까지인지 알려줘,SEARCH
내일 야유회 버스 회사 정문에서 열 시에 출발합니다,CASUAL
아비노 베이비 이벤트에 참여해서 아기 성장 영상 만들었어요,CASUAL
니꺼랑 내 꺼랑 같이 샀는데 니 껀 이렇게 하얗고 내 껀 왜 이렇게 검어,CASUAL
이번 야유회는 주말에 있을 예정입니다,CASUAL
수고했어 메일 보낸 거 확인했어 굳굳,CASUAL
영국의 산업혁명 당시 노동자들의 평균 수명은 어땠어?,QUESTION
국어수업시간이 이번 주에 몇 번있지,QUESTION
어르신의 그 말씀 우리 보물들 잊지 않았으면 좋겠 내요,CASUAL
오늘 지진 진도 몇이었어,SEARCH
고려 무신 정권이 유지된 비결이 뭐야?,QUESTION
오늘 태풍주위보가 해제되니,SEARCH
재택근무 생산성 지표가 출근보다 낮게 나오는 팀들의 공통점 분석해,ANALYSIS
자바스크립트 배열의 모든 요소 합계 구하는 reduce 예제 코드 짜바,GENERATION
이 코드의 실행 경로 분석해서 호출되지 않는 죽은 코드(Dead Code) 분석해바,ANALYSIS
이 펀드 계속 들고 있어도 될까,ANALYSIS
조심해서 들어가세요,GENERATION
운영체제에서 데드락(Deadlock) 상태를 사전에 회피하기 위해 자원 할당 그래프나 은행가 알고리즘을 사용하여 프로세스의 자원 요청이 안전 상태를 유지하는지 판단하고 자원 할당 여부를 결정하는 구체적인 메커니즘의 이름과 작동 원리는?,QUESTION
지금 현재 투믹스 인기 만화 순위 리스트 뭐야?,SEARCH
동호회 활동 활발한 부서가 부서 간 협업 점수도 높은지 분석해줘,ANALYSIS
우리 서비스 앱 리뷰 답글 템플릿 지어바,GENERATION
근처에 평점 높은 김치국수 집 어디야?,SEARCH
파이썬으로 엑셀 파일 읽어서 특정 컬럼만 추출하는 코드 짜줘,GENERATION
지금 현재 내 위치 주변 맛있는 빵집 리스트 ㅊㅊ,SEARCH
우리 브랜드만의 시그니처 캐릭터 동작 5가지 제안해바,GENERATION
작년에 온 메일도 있니,SEARCH
사내 보안 점검 참여 체크리스트 맹들어쥬,GENERATION
좋은 아침이에요,CASUAL
사내 식당 메뉴 뭐야?,SEARCH
자바에서 추상 메서드 구현하는 하위 클래스 정의 예제 코드 짜바,GENERATION
파이썬으로 주식 시세 자동 알림 메일 보내는 로직 기획하고 코드 짜쥬,GENERATION
주거 자금 지원 제도가 직원들 근속 연수 늘리는 데 기여하나,ANALYSIS
이 소스 코드 병목 지점 분석 결과 보고 성능 개선 우선순위 분석해바,ANALYSIS
지난달에 눈이 왔는지 알려줘,SEARCH
우리 서비스 경로 분석해바,ANALYSIS
요즘 유행하는 로봇 청소기 물걸레 브랜드 추천해바,SEARCH
지금 현재 내 위치 근처 애견 미용실 예약 가능 여부 확인해바,SEARCH
서버 아키텍처 서버리스 도입 시 장단점 따져줘,ANALYSIS
교통사고에 의한 법적소송의 자세한 예가 없을까요,QUESTION
오늘의 주요 다이어트 뉴스 요약 정리해줘,SEARCH
최근 업계 기술 트렌드 요약 분석해쥬,ANALYSIS
연금 저축 펀드의 장점이 뭐야?,QUESTION
눈 언제 그치는지 알려줘,SEARCH
어제 거래처에서 메일 온거 있니,QUESTION
정리좀 ㅂㅂ,GENERATION
의존성 주입(Dependency Injection)이 왜 필요한 거야?,QUESTION
부서 회식 장소 추천해달라는 메일 답장 후보 3곳 분석 포함해서 써줘,GENERATION
십자군 전쟁이 중세 서유럽의 폐쇄적인 봉건 사회에 동방의 앞선 지식과 문화를 전파하여 르네상스의 토대를 마련한 구체적 성과는?,QUESTION
온프레미스 vs 클라우드 뭐가 유리해,ANALYSIS
검색 결과 상위 노출 로직이 유저 실구매 클릭이랑 일치하는지 분석해,ANALYSIS
로그 데이터 보고 접속 장애 원인이 서버인지 확인해봐,ANALYSIS
상장 폐지가 되는 조건이 뭐야?,QUESTION
리스크 분석해서 보고서 정리해줘,GENERATION
항상 감사드려요 덕분입니다,CASUAL
선배한테 나는 웃기는 애고 이유 없이 뻑하면 앙탈이나 부리는 애고 안하무인에 천방지축에 쉬운 앤데 왜 날 다시 만나,CASUAL
파이썬으로 딕셔너리 키와 값 서로 바꾸는 코드 써쥬,GENERATION
자바스크립트 프로미스 체이닝하는 깔끔한 예제 코드 짜바,GENERATION
성능 차이가 얼마나 날까,ANALYSIS
학교 졸업생 총 동창회를 기획 중이니,CASUAL
리액트 훅(useReducer) 활용 예제 소스 코드 써쥬,GENERATION
근처에 평점 좋은 안과 어디 있어?,SEARCH
내일 출근 몇 시까지야? 공지사항 다시 확인해줘,QUESTION
환율 상승이 항공사의 외화 부채 상환 부담을 높여 영업 이익에 미치는 부정적인 영향 분석해쥬,QUESTION
요즘 위암은 학교 앞 병원이 좋다고 그러더라,CASUAL
우량주를 장기 투자하면 무조건 수익이 나?,QUESTION
뛰는 것보다 빨리 걷는 게 건강에 더 좋대,CASUAL
부음란을 보여주렴,QUESTION
입술 틀 때 바세린 바르는 게 최고야?,QUESTION
요즘 인기 있는 캠핑 텐트 브랜드 ㅊㅊ,SEARCH
HTTP 상태 코드 200이랑 201 차이가 뭐야?,QUESTION
사내 맹들어바,GENERATION
현재 주식 시황 좀,SEARCH
일요일 기온이 삼십도 이상이니,SEARCH
근처에 노트북 충전 가능한 카페 검색해바,SEARCH
